Concurso,Dia,Mês,Ano,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Ganhadores 5 acertos,Ganhadores 4 acertos,Rateio 6 acertos,Rateio 5 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada
2110,31,12,2018,5,10,12,18,25,33,52,7688,303857,5818007.36,6644.73,240.17,0,886048366,2000000,0
2000,31,12,2017,3,6,10,17,34,37,17,4862,173428,18042279.04,10565.03,423.12,0,890947368.5,2000000,0
529,14,1,2004,1,13,33,38,45,56,15,87,4758,348732.75,8565.12,156.03,0,0,0,0
1211,4,9,2010,3,15,31,36,48,54,7,981,44163,13217564.89,10616.29,336.88,0,177888800,2000000,39049215.76
1890,31,12,2016,5,11,22,24,51,53,6,1665,124889,36824758.22,25481.21,485.3,0,735869326.5,2500000,0
1775,31,12,2015,2,18,31,42,51,56,6,827,62767,41088919.05,43913.49,826.55,0,620312112,1500000,0
2427,10,11,2021,3,19,25,37,44,56,5,680,19557,18181413.39,11418.47,567.17,0,134671644,3000000,71730883.05
1350,31,12,2011,3,4,29,36,45,55,5,954,85582,35523497.52,33711.3,536.83,0,549326718,2500000,0
233,19,8,2000,3,7,24,32,36,45,5,512,21452,3196547.03,3790.28,90.2,0,0,0,0
2550,31,12,2022,4,5,10,34,58,59,5,2485,183921,108393993.26,45438.78,877.04,0,1958449342.5,3000000,0
2670,31,12,2023,21,24,33,41,48,56,5,1996,164379,117778204.25,70083.58,1215.71,0,2426252750,3000000,0
1157,27,2,2010,9,29,41,43,46,49,4,248,19079,18179694.01,24207.8,449.52,0,102544866,2500000,9115201.42
2510,13,8,2022,8,13,25,32,44,57,4,242,10296,6670155.67,14818.18,497.55,0,62197002,3000000,76276832.41
2620,12,8,2023,4,6,13,21,26,28,4,404,21667,29058128.28,23042.04,613.76,0,161458740,3500000,72866210.44
1417,18,8,2012,5,12,45,52,56,59,4,83,6383,773932.3,20247.46,376.11,0,28704854,2000000,34344467.15
2052,23,6,2018,50,51,56,57,58,59,4,152,4816,9627559.21,17089.52,770.52,0,45054674,2500000,33972195.67
1086,27,6,2009,2,4,6,10,23,45,4,954,52159,13904065.2,5470.55,142.93,0,89142866.75,2000000,23380290.7
1183,29,5,2010,5,10,12,20,29,37,4,545,21948,8393631.32,5264.03,186.73,0,49002816,2500000,22757758.73
2028,4,4,2018,7,11,24,36,42,58,4,261,9867,10251126.97,11811.65,446.34,0,53470886,3000000,20172038.59
1560,31,12,2013,20,30,36,38,47,53,4,1147,90376,56169465.02,38701.2,701.67,0,758218978,1500000,0
216,22,4,2000,14,18,30,35,42,59,4,91,5049,801057.55,9745.75,175,0,0,0,0
238,23,9,2000,9,13,15,37,41,42,4,188,10483,1429476.11,6088.25,108.86,0,0,0,0
2220,31,12,2019,3,35,38,40,57,58,4,1031,77055,76053459.66,57537.06,1099.78,0,1028882101.5,2000000,0
1665,31,12,2014,1,5,11,16,20,56,4,2581,168546,65823888.16,19764.32,432.36,0,871318160,3000000,0
1245,31,12,2010,2,10,34,37,43,50,4,1561,94921,48598800.01,17722.09,416.34,0,472524744,2000000,0
2755,30,7,2024,7,13,17,33,41,58,3,253,13415,34222694.19,18866.05,508.29,0,82786755,3500000,84700464.03
2745,4,7,2024,2,5,7,11,52,57,3,317,14270,54262775.07,22892.78,726.5,0,125868470,3500000,75946780.52
1902,11,2,2017,2,7,9,18,21,25,3,367,13764,11813566.31,8583.27,326.94,0,54636827,3000000,6494347.82
2614,25,7,2023,3,8,13,14,19,25,3,251,12145,22746383.38,18624.27,549.86,26710218.14,81079690,33000000,64067866.59
1362,11,2,2012,2,12,19,22,36,58,3,129,8825,1924196.22,13542.9,282.8,0,29840642,2000000,6119810.37
1344,10,12,2011,8,19,21,36,42,59,3,236,13393,12497169.8,14632.94,368.35,0,58986186,20000000,60569269.32
1127,18,11,2009,5,8,14,24,29,30,3,152,7135,1463875.35,8083.07,245.99,0,20985848,2000000,43224900.21
1532,21,9,2013,2,11,23,31,42,44,3,91,5676,1934416.36,19455.14,445.58,0,30240050,2500000,42619422.34
1423,8,9,2012,3,8,21,25,27,43,3,187,8340,729819.96,6355.96,203.59,0,20301558,2000000,37293778.46
1935,31,5,2017,1,3,10,17,23,24,3,497,18964,20928347.7,7778.22,291.21,0,67050592,3000000,30616394.37
1815,5,5,2016,8,11,25,39,41,60,3,84,4553,10829320.16,31104.09,819.78,0,45317219.5,3000000,23780480.4
2565,16,2,2023,9,13,25,39,46,54,3,164,8245,17626625.69,24367.94,692.42,0,69314134.5,3000000,18448693.83
2004,13,1,2018,1,5,14,23,35,45,3,79,6444,4095573.45,28198.54,493.85,0,38638484.5,12000000,1755245.82
1686,14,3,2015,9,14,37,44,46,55,3,117,8999,8927028.65,29578.87,549.38,0,59111810,3000000,12500397
1455,31,12,2012,14,32,33,36,41,52,3,1368,113258,81594699.72,27413.18,473.01,0,640548924,2500000,0
213,1,4,2000,3,9,23,30,32,35,3,312,18348,7089194.54,7299.77,123.66,0,0,0,0
245,11,11,2000,8,27,44,51,53,60,3,283,21593,9153484.88,15838.62,206.96,0,0,0,0
972,24,5,2008,15,18,31,33,34,56,3,723,4082,912435.75,1112.86,197.11,0,0,1200000,0
970,17,5,2008,5,21,28,34,54,57,3,108,6144,3712467.76,10992.48,193.23,0,0,1300000,0
958,5,4,2008,7,13,22,33,48,51,3,269,8718,978205.14,3535.28,109.09,0,0,1300000,0
481,19,7,2003,6,13,22,24,42,44,3,359,19465,6796888.03,5670.32,104.19,0,0,0,0
477,5,7,2003,6,8,18,34,38,47,3,279,21958,10401481.92,12900.92,163.3,0,0,0,0
512,8,11,2003,4,8,31,40,53,58,3,41,2277,653828.5,16727.11,300.05,0,0,0,0
457,26,4,2003,15,17,24,27,32,48,3,480,31340,10000441.74,8302.49,126.68,0,0,0,0
648,19,3,2005,5,23,29,42,45,48,3,139,4869,361199.61,4454.67,126.69,0,0,0,0
851,21,3,2007,3,16,19,32,35,58,3,177,7593,4966312.44,6635.61,154.1,0,0,0,0
715,19,11,2005,4,12,24,33,36,54,3,237,13134,10825809.33,6910.89,124.24,0,0,0,0
1772,22,12,2015,12,19,27,39,41,45,2,244,13112,98688974.76,21377.77,568.3,0,89096143.5,3000000,96785146.44
1370,10,3,2012,2,4,5,27,49,59,2,115,9979,7499281.75,18434.86,303.49,0,36211332,2000000,9427728.06
2766,24,8,2024,9,10,34,36,38,44,2,54,4329,14946866.27,58627.43,1044.74,0,54910300,3500000,92850916.57
1262,2,3,2011,5,7,8,9,11,39,2,440,25528,16677746.77,6266.81,154.3,0,47098396,2000000,9258180.92
1055,11,3,2009,12,15,16,20,27,32,2,86,6311,5273833.35,15552.99,211.94,0,0,1500000,8878781.62
1470,20,2,2013,2,34,36,38,51,55,2,172,9203,9438162.39,13889.98,370.85,0,40807202,3000000,8058987.62
1655,22,11,2014,7,24,28,46,53,56,2,704,39616,67657559.48,16384.73,415.95,0,197023822.5,2500000,77335223.56
1677,11,2,2015,10,15,28,33,51,52,2,154,7597,3678088.24,13730.83,397.62,0,36118037.5,3000000,7404761.96
2621,16,8,2023,6,9,14,16,42,47,2,33,3245,1928029.09,63432.99,921.54,0,36306835,4000000,73417075.91
1992,29,11,2017,5,11,13,21,53,54,2,142,11405,32953918.65,28999.41,515.8,0,71423961,2500000,70519003.07
1888,22,12,2016,1,10,17,18,45,48,2,113,7195,20091578.77,25665.88,575.84,0,50303820,3000000,65971392.33
1257,12,2,2011,2,15,26,27,30,52,2,154,11765,26211767.61,24358.21,455.48,0,64072694,2500000,6573695.79
2296,5,9,2020,1,6,21,29,36,59,2,166,8642,47160446.98,39028.74,1070.97,0,112370395.5,2500000,60706654.87
1009,1,10,2008,1,6,12,29,34,58,2,111,5083,2591825.61,9027.57,197.14,0,0,8000000,5961411.68
1640,1,10,2014,2,6,18,23,31,46,2,253,12809,15134013.55,12364,348.87,0,53430132.5,3000000,59256327.59
1787,4,2,2016,1,5,13,25,26,29,2,167,8897,17008680.52,14880.66,399.02,0,43102762.5,3000000,5894404.97
1639,27,9,2014,16,29,34,35,49,51,2,228,13321,28473749.18,25837.8,631.76,0,100622977.5,30000000,58433145.63
2410,18,9,2021,7,10,27,35,43,59,2,93,5939,12503139.64,31102.36,695.76,0,50169015,3000000,58043912.46
1747,3,10,2015,6,33,34,48,53,59,2,93,8700,23221167.26,51651.09,788.76,0,82048242.5,3000000,56710206.59
1360,4,2,2012,2,16,17,25,50,54,2,112,9880,22673254.06,30004.55,485.9,0,57400014,2500000,5295154.83
2285,1,8,2020,1,7,10,12,33,42,2,160,7967,11323343.69,15996.75,458.94,0,44392626,3000000,51491398.97
1862,1,10,2016,2,8,35,42,49,56,2,99,4549,2915182.12,18299.52,568.93,0,31422552,3000000,49970908.78
2074,1,9,2018,8,18,23,37,42,58,2,172,8812,22327541.33,19405.99,541.11,0,57893622.5,20000000,48032377.59
1438,31,10,2012,7,14,31,33,36,49,2,712,19524,19240377.33,5654.86,294.6,0,68771562,2500000,46675476.71
1730,6,8,2015,1,10,17,24,42,51,2,195,10089,13940874.15,12990.53,358.68,0,43268162,3000000,44663013.24
1434,17,10,2012,3,18,22,34,55,58,2,116,6335,1352380.47,12657.75,331.1,0,25079638,19000000,43328456.82
1530,14,9,2013,10,16,28,33,48,53,2,138,9644,7800140.92,15973.07,326.52,0,37650804,2500000,41790386.73
1617,16,7,2014,3,23,26,31,47,54,2,265,13116,16075904.16,14162.36,408.77,0,64104445,3000000,40729916.63
1113,30,9,2009,3,6,29,36,47,59,2,82,5947,2321158.61,16006.62,315.29,0,22419202,2000000,37928129.99
1612,28,6,2014,6,13,17,36,42,51,2,261,16822,21337822.84,14506.18,321.52,0,64669627.5,3000000,37357583.11
1110,19,9,2009,6,14,26,28,42,45,2,217,11277,12343077.59,10870.72,298.83,0,40292586,2000000,36964809.17
1300,13,7,2011,43,44,46,53,54,59,2,58,3652,9484391.42,36709.5,832.87,0,36367478,2500000,34995673.37
1416,15,8,2012,3,19,22,24,35,49,2,206,14457,14192091.49,14477.96,294.71,0,50942620,2500000,33902220.11
1713,13,6,2015,3,10,16,23,27,29,2,388,21476,31598692.07,17070,440.56,0,113128519,3000000,33089006.85
2376,29,5,2021,12,14,17,18,19,22,2,433,19908,47341439.63,18922.04,587.93,0,142106854.5,2500000,32663668.29
1411,1,8,2012,8,12,32,44,46,48,2,360,21016,21505646.36,12795.43,313.11,0,78679980,3000000,31390840.47
1508,3,7,2013,17,18,30,35,39,58,2,115,10276,21168975.92,33054.59,528.45,0,64928654,2500000,30880825.64
2578,29,3,2023,37,39,47,50,59,60,2,296,6128,37457585.34,20561.43,1418.82,0,105561216,3000000,30412062.37
2464,19,3,2022,2,7,24,43,52,56,2,496,31802,94690936.18,35454.28,789.94,69389852.3,305006872.5,80000000,29165845.47
1821,25,5,2016,19,22,31,36,52,53,2,84,6145,19896531.79,41772.19,815.73,0,60860145.5,2500000,27686042.28
1289,4,6,2011,1,3,8,13,27,52,2,436,30724,26440275.46,11099.09,225,0,82657220,23000000,27614309.97
1781,16,1,2016,1,8,22,49,52,53,2,54,3941,12626122.54,44720.27,875.37,0,41885585,3000000,2674496.57
1595,30,4,2014,2,5,8,42,46,59,2,236,12387,10975751.52,11738.12,319.48,0,47317026,2000000,26667751.78
1190,23,6,2010,10,11,19,37,53,56,2,146,7261,9806336.06,12331.72,354.22,0,30752700,2000000,25592898.97
2240,7,3,2020,7,9,10,19,25,58,2,143,10345,27894020.38,28124.13,555.37,0,69754837.5,2000000,23868203.92
1399,20,6,2012,34,39,43,56,57,60,2,648,9834,19136470.53,5950.16,560.11,0,65858258,20000000,23637890.6
1588,5,4,2014,23,29,32,36,45,49,2,353,21216,25541942.1,15601.86,370.84,0,94071416,2500000,22398347.52
2237,27,2,2020,11,20,27,28,53,60,2,263,15054,105826358.87,44509.85,1110.86,0,203035104,3000000,21774127.65
1493,11,5,2013,7,12,24,27,30,49,2,137,9075,1471764.39,11663.62,251.54,0,27293590,2500000,20814565.27
1276,20,4,2011,5,9,11,22,36,40,2,560,30367,35704303.03,10159.62,267.64,0,97178962,2500000,19190685.85
1390,19,5,2012,4,19,27,28,29,31,2,149,7924,6920519.93,13356.03,358.77,0,33991512,2000000,18307090.69
996,16,8,2008,7,15,20,21,23,29,2,165,11901,14458257.67,13209.87,183.15,0,0,1500000,1798320.37
1077,27,5,2009,5,6,9,11,18,37,2,300,19219,14486088.42,8129.73,181.28,0,41658547,2000000,17917160.64
2023,17,3,2018,1,6,7,8,23,56,2,217,13622,29864355.95,19603.05,446.11,0,73781900.5,3000000,16972919.52
2562,8,2,2023,6,12,32,44,51,57,2,226,14672,76403943.65,45102.73,992.48,0,176795226,3000000,16184773.22
1580,8,3,2014,1,6,14,17,33,36,2,378,20400,16776243.36,9474.63,250.79,0,61173162,2500000,15937439.15
1384,28,4,2012,2,18,30,31,45,56,2,56,5010,4030007.03,33924.99,541.71,0,32449994,14000000,15470857.02
2354,20,3,2021,6,18,25,30,42,54,2,169,6593,22779788.25,21989.1,805.21,17877175.12,64454539.5,22000000,15299351.66
2443,12,1,2022,1,5,12,13,17,31,2,161,8131,5259397.57,13732.65,388.45,0,38347726.5,3000000,1502685.07
1070,2,5,2009,5,8,16,23,41,53,2,302,8729,8120833.45,4478.33,221.34,0,0,1500000,14851720.31
1689,25,3,2015,2,5,13,27,41,53,2,185,9634,3610233.13,11227.15,307.98,0,35477090,19000000,13985425.45
1269,26,3,2011,4,5,15,17,27,51,2,200,15111,19413790.51,15726.72,297.35,0,53724824,17000000,13214530.82
1375,28,3,2012,14,25,28,45,53,58,2,121,7136,7822077.02,16066.97,389.19,0,33206740,2000000,11529537.16
2525,1,10,2022,4,13,21,26,47,51,2,814,52760,158926894.27,33910.24,747.39,0,478756422,3000000,106598137.79
2329,19,12,2020,12,14,28,42,45,55,2,93,6837,26798752.27,43422.45,843.78,104051609.25,70041685.5,300000000,104051609.25
1662,17,12,2014,10,14,25,29,33,57,2,160,8641,4077429.91,14510.72,383.83,0,39656610,3000000,81678526
264,24,3,2001,1,5,13,25,31,33,2,979,50364,16055880.73,4298.96,83.25,0,0,0,0
200,31,12,1999,12,15,19,34,44,51,2,186,13027,8829389.2,11008.48,156.59,0,0,0,0
54,16,3,1997,5,9,18,21,36,56,2,207,13067,7469653.99,7033.61,111.2,0,0,0,0
955,26,3,2008,5,12,21,32,33,35,2,90,6180,5678963.92,12848.01,187.11,0,0,1200000,0
936,19,1,2008,5,14,22,29,33,44,2,144,9280,8699137.89,10297.63,159.79,0,0,1200000,0
990,26,7,2008,2,10,15,18,29,39,2,290,20863,26586140.51,18062.91,251.08,0,0,2000000,0
165,1,5,1999,10,19,23,35,39,56,2,75,5378,1044444.54,11968.35,166.91,0,0,0,0
252,30,12,2000,4,17,26,32,51,54,2,354,22122,15107002.24,10070.62,160.67,0,0,0,0
294,8,9,2001,22,25,28,41,45,57,2,130,7434,7696680.33,9839.13,171.41,0,0,0,0
575,26,6,2004,5,18,21,29,35,48,2,470,21660,25737016.52,7359.84,159.1,0,0,0,0
487,9,8,2003,8,22,25,48,52,54,2,104,5329,467702.34,7495.23,145.73,0,0,0,0
502,4,10,2003,7,13,21,24,33,50,2,268,9549,730915.33,2731.87,76.39,0,0,0,0
507,22,10,2003,3,5,27,33,44,58,2,212,6604,1963484.53,3273.22,104.68,0,0,0,0
510,1,11,2003,1,4,30,41,45,58,2,70,4392,4252983.06,15557.02,247.01,0,0,0,0
446,19,3,2003,8,11,12,17,20,47,2,65,5039,1767117.91,10698.55,137.48,0,0,0,0
334,2,2,2002,14,23,24,26,41,51,2,1200,8839,8729392.91,1400.91,189.47,0,0,0,0
343,9,3,2002,4,6,7,12,24,41,2,246,17023,9937283.03,7884.39,113.51,0,0,0,0
372,22,6,2002,16,17,24,39,46,57,2,85,6743,4792658.35,12884.04,161.8,0,0,0,0
418,30,11,2002,8,15,32,45,49,52,2,82,5133,1558712.24,10349.55,164.72,0,0,0,0
469,7,6,2003,13,21,26,29,42,47,2,187,8798,2596432.92,6048.12,128.07,0,0,0,0
325,29,12,2001,1,3,4,21,23,53,2,256,15646,8743877.8,9590.82,156.33,0,0,0,0
598,15,9,2004,5,16,34,38,50,53,2,234,19229,23179951.19,15531.4,188.29,0,0,0,0
525,27,12,2003,8,10,24,26,32,49,2,153,9640,10208722.99,11600.82,183.43,0,0,0,0
617,20,11,2004,3,5,25,33,36,49,2,289,17341,17791387.59,7834.5,130.08,0,0,0,0
707,19,10,2005,1,8,10,36,43,51,2,140,12461,19919975.72,14306.28,160.12,0,0,0,0
858,14,4,2007,4,18,23,31,37,54,2,185,8821,8889537.74,7541.37,157.56,0,0,0,0
746,15,3,2006,1,10,12,25,49,57,2,114,6686,6995681.58,10206.52,173.36,0,0,0,0
696,3,9,2005,9,16,34,37,53,57,2,195,10814,19251302.49,10613.53,190.66,0,0,0,0
725,31,12,2005,3,9,35,37,41,49,2,343,20451,15815987.63,10298.59,172.08,0,0,0,0
820,29,11,2006,10,17,21,32,45,46,2,82,5102,13046320.38,15456.29,247.47,0,0,0,0
811,28,10,2006,10,28,32,41,47,57,2,89,5508,14597902.39,17684.31,284.67,0,0,0,0
385,7,8,2002,5,12,16,18,22,24,2,759,37449,12952192.89,4645.17,93.8,0,0,0,0
139,31,10,1998,3,13,26,27,41,42,2,179,9401,3902486.14,7216.46,137.14,0,0,0,0
163,17,4,1999,8,27,36,41,53,56,2,146,10793,8975833.36,15657.23,211.8,0,0,0,0
2330,31,12,2020,17,20,22,35,41,42,2,1384,105342,162625108.22,48978.81,919.27,0,1175719054.5,1500000,0
2440,31,12,2021,12,15,23,32,33,46,2,1712,143494,189062363.74,50861.33,866.88,0,1510256529,3000000,0
1140,31,12,2009,10,27,40,46,49,58,2,734,55988,72450747.46,34724.23,650.33,0,435346884,1500000,0
3,25,3,1996,10,11,29,30,36,47,2,62,4261,391192.51,10515.93,153.01,0,0,0,0
898,1,9,2007,3,4,8,30,45,54,2,596,27120,27782053.83,8828.84,193.29,0,0,1500000,0
2775,17,9,2024,1,4,14,26,44,51,1,80,5817,81473638.46,53212.48,1045.45,0,73835075,3500000,99869478.8
1021,12,11,2008,2,33,42,43,51,55,1,46,4247,17819642.97,36624.26,396.69,0,0,1500000,9928095.69
1059,25,3,2009,1,12,14,16,37,45,1,63,4089,1600783.97,13793.6,212.52,0,0,8000000,9899480.38
2654,9,11,2023,11,17,23,36,47,51,1,66,4104,11906870.24,34857.25,800.81,24165201.83,39902150,30000000,98882036.64
1794,27,2,2016,1,5,34,37,40,60,1,64,3568,2942618.04,24959.71,639.58,0,27706770,18000000,9825848.83
1563,9,1,2014,1,6,13,20,36,43,1,202,10395,6872625.83,9475.83,263.05,0,32694576,2500000,981803.74
2651,1,11,2023,6,23,35,36,37,59,1,190,12147,104876676.04,44109.26,985.63,0,145359230,3500000,97181055.12
1058,21,3,2009,18,20,24,45,51,57,1,50,3853,3671709.67,22593.98,293.2,0,0,1800000,9670796.94
1793,24,2,2016,13,14,22,54,56,58,1,80,5158,35196529.96,37673.26,834.72,0,52274470.5,3000000,9405474.81
2218,19,12,2019,6,16,22,38,48,52,1,42,3345,40059665.22,64678.28,1160.14,0,47115841.5,2500000,93320332.18
1681,25,2,2015,1,6,8,11,33,50,1,90,6663,3031830.86,18287.23,352.87,0,28112362.5,3000000,9300304.58
2672,6,1,2024,10,13,20,40,43,56,1,22,2413,6480136.97,88421.09,1151.65,0,33739435,3000000,925733.88
1056,14,3,2009,6,8,38,50,53,59,1,23,2350,1872397.32,44193.23,432.53,0,0,1600000,9146266.97
2764,20,8,2024,20,31,34,38,42,51,1,62,3343,62156999.34,58041.07,1537.77,19725936.28,62414625,30000000,91398374.21
2213,4,12,2019,5,7,10,32,46,60,1,96,7360,51119263.33,39952.83,744.46,0,66523950,3000000,90102767.8
1680,21,2,2015,23,37,38,46,47,51,1,298,5821,16547485.01,8541.66,624.68,0,43477555,3000000,8867185.88
2641,5,10,2023,9,24,34,39,45,50,1,32,2766,32744242.8,88671.63,1465.49,0,49214595,3000000,87049698.28
1368,3,3,2012,10,21,26,29,32,38,1,34,4447,4873830.43,47804.75,522.13,0,27762382,2000000,8535779.24
1764,25,11,2015,6,7,29,39,41,55,1,401,33850,205329753.89,58622.54,992.09,0,401527962.5,100000000,84935279.66
2205,6,11,2019,12,21,28,37,42,57,1,112,6318,61429947.73,30075.67,761.65,0,58424184,3000000,84607023.31
2636,23,9,2023,5,16,38,42,43,48,1,49,4597,40435445.43,74465.42,1133.9,0,63286340,3000000,84284605.21
1667,7,1,2015,7,12,24,44,51,56,1,143,7934,5862774.49,13544.91,348.75,0,33084067.5,3000000,837539.25
1016,25,10,2008,5,9,11,20,25,60,1,174,9476,13814409.97,8435.56,154.89,0,0,1600000,8308269.91
1053,4,3,2009,15,27,34,42,49,53,1,112,4385,1629650.34,7898.82,201.75,0,0,1500000,8272730.82
1679,18,2,2015,1,2,27,28,46,47,1,35,3289,5548048.14,33297.02,506.18,0,19905830,15000000,8197340.29
2321,25,11,2020,14,25,28,41,43,46,1,40,2494,3036906.71,41215.16,944.32,0,28594089,3000000,81384706.11
2320,21,11,2020,6,30,35,39,42,48,1,92,6334,76128023.58,52821.09,1096.02,0,84285810,3000000,80950862.28
2630,9,9,2023,14,18,22,26,31,38,1,250,9565,84729015.05,24675.33,921.34,0,106994690,3000000,80725406.63
1660,10,12,2014,8,17,34,38,42,51,1,218,11526,33639041.43,15312.71,413.74,0,57018440,3000000,80513546.01
1052,28,2,2009,8,11,15,16,52,57,1,77,5743,14557865.34,20599.07,276.18,0,27092243.5,1500000,8039923.61
2198,16,10,2019,1,11,34,36,44,56,1,47,4402,34615569.28,56334.8,859.26,0,45923384.5,3000000,80008111.29
1559,21,12,2013,8,12,16,29,37,58,1,317,16431,51491466,11729.76,323.28,0,63511922,200000000,79825384.73
1658,3,12,2014,7,11,19,23,40,49,1,110,7011,3748248.31,18497.85,414.6,0,34755275,3000000,79061612.86
1657,29,11,2014,7,10,14,37,45,54,1,170,9969,8336476.39,15328.71,373.42,0,44510372.5,3000000,78526148.8
1366,25,2,2012,12,27,37,44,54,59,1,124,7974,22902720.55,19590.46,435.2,0,41492838,2000000,7839517.74
2438,15,12,2021,4,11,19,25,37,55,1,99,5073,6549381.39,19581.95,545.91,0,33624076.5,3000000,78233678.94
2193,28,9,2019,7,8,22,27,29,42,1,55,4664,5698505.42,31103.09,523.97,0,29670543,3000000,76648972.22
2191,24,9,2019,4,8,26,33,46,53,1,104,5272,43258437.8,20552.88,579.2,0,37073641.5,2300000,75834899.99
2314,31,10,2020,6,7,28,42,45,49,1,105,7551,53047796.53,41171.63,817.87,17663394.04,74980201.5,22000000,75328803.79
2189,18,9,2019,4,11,16,22,29,33,1,406,24366,120085143.97,19407.24,461.96,0,136664650.5,38000000,74552591.09
2507,4,8,2022,4,6,12,34,35,53,1,47,3385,5543989.92,38165.32,757.02,0,31111861.5,3000000,74236518.56
2622,19,8,2023,9,19,22,24,50,60,1,34,3419,4645727.41,74175.48,1053.76,0,43741990,3000000,74080751.27
2430,20,11,2021,19,26,39,45,46,56,1,37,4109,39690444.5,96493.78,1241.27,0,61924185,3000000,73711110.63
1013,15,10,2008,7,9,12,19,20,41,1,178,10125,15668367.92,8371.4,147.17,0,0,1600000,7364979.48
2505,30,7,2022,3,5,19,26,43,51,1,108,6977,24271229.51,32693.92,722.97,0,61242102,3000000,73444519.99
1349,24,12,2011,9,19,20,50,51,60,1,168,7012,7099412.95,9132.18,312.56,0,26205394,170000000,72672429.3
2503,23,7,2022,3,14,16,38,43,45,1,91,5194,13748083.57,32808.29,821.15,0,51782647.5,3000000,72034272.5
1049,18,2,2009,2,5,17,29,34,52,1,143,6295,1636050.81,6210.78,141.09,0,0,10000000,7093767.61
2308,14,10,2020,9,13,26,38,58,60,1,57,3408,6648106.25,30363.18,725.47,0,30017974.5,2500000,70844539.95
2451,5,2,2022,13,26,31,46,51,60,1,60,4536,26422347.01,55490.34,1048.57,0,57746794.5,3000000,7060755.29
1468,13,2,2013,1,2,10,19,20,37,1,179,6493,1542491.77,4677.95,184.23,0,14302608,2000000,7009404.35
2500,13,7,2022,5,16,25,32,39,55,1,84,4928,27485274,37436.76,911.6,0,54542722.5,3000000,70070260.52
2306,7,10,2020,3,19,28,33,57,58,1,258,15713,103029826.38,28428.45,666.83,0,127213159.5,3000000,69894810.44
2498,6,7,2022,9,12,26,29,46,47,1,88,7866,51830706.79,51135.5,817.24,0,78048481.5,3000000,68657164.42
1048,14,2,2009,3,16,21,28,38,57,1,70,4990,3901088.76,16913.47,237.26,0,0,1700000,6860046.04
1467,9,2,2013,23,24,26,41,52,53,1,75,3925,3097080.96,22416.97,611.92,0,28717388,1500000,6789048.38
1647,25,10,2014,12,17,23,38,53,54,1,259,20655,61050152.43,24371.32,436.57,0,107816610,3000000,65849559.29
2494,25,6,2022,1,4,10,22,53,54,1,157,11899,78763087.85,35919.96,677.05,27939712.46,97812585,35000000,65244165.17
1983,1,11,2017,5,6,10,14,22,36,1,73,4884,2598401.89,19322.76,412.58,0,24465738.5,2000000,64386242.81
1982,28,10,2017,4,14,20,24,46,50,1,45,4144,20777195.15,55730.37,864.54,0,43498161,2500000,64015042.52
2734,8,6,2024,21,27,35,48,59,60,1,137,7811,114104458.33,49467.16,1239.46,30961230.65,117543010,35000000,63645907.77
1675,4,2,2015,3,18,34,35,36,56,1,139,10903,29353109.38,23283.01,424.04,0,55279070,3000000,6353879.57
1466,6,2,2013,4,6,13,34,37,51,1,213,15287,29873254.83,14617.47,290.95,0,53181258,3000000,6346608.23
2419,16,10,2021,10,35,43,48,50,53,1,31,3078,11509541.3,83364.16,1199.42,14397821.39,44822938.5,16900000,63155523.93
1046,7,2,2009,28,40,42,54,55,57,1,49,4875,23031543.81,41992.34,422.08,0,35145764.5,1500000,6302747.62
1979,19,10,2017,22,23,29,32,38,45,1,32,2677,3951513.94,39401.2,672.84,0,21868843.5,11500000,62346706.73
2100,24,11,2018,1,10,11,13,35,49,1,266,15540,69186484.11,17704.75,432.93,0,81684155,3000000,62112617.6
1881,30,11,2016,3,10,30,44,53,56,1,44,4024,18918141.78,50878.02,794.74,0,38828384,3000000,61840312.04
1346,17,12,2011,12,32,40,47,48,59,1,57,5205,24409476.19,45369.34,709.77,0,44171706,2000000,61796393.4
1977,14,10,2017,3,16,28,32,34,37,1,91,4723,5889546.54,18238.97,502.02,0,28787773,2500000,61782204.72
2416,6,10,2021,6,7,11,26,37,57,1,86,5658,35714240.27,39895.6,866.28,0,59509003.5,3000000,61511303.72
2176,6,8,2019,8,23,25,39,43,44,1,61,4688,30505746.02,32544.44,604.95,0,34432856.5,2000000,61504538.48
1975,7,10,2017,8,11,24,26,47,57,1,76,5845,22575348.57,33102.68,614.88,0,43635819.5,3000000,60940840.9
1753,21,10,2015,8,15,29,35,45,54,1,149,8929,47335685.52,30199.58,719.92,0,76858873,3000000,60857717.48
1879,23,11,2016,5,10,20,57,58,59,1,103,4610,12957556.93,20469.69,653.35,0,36569155,15000000,60685311.25
1974,4,10,2017,4,19,27,38,54,57,1,141,8994,54268048.74,27566.76,617.38,0,67417294,22000000,60278787.38
2121,2,2,2019,8,10,17,29,37,40,1,82,5493,24666686.76,31988.03,682.17,0,45495432.5,3000000,5970146.17
2171,20,7,2019,12,13,19,36,44,55,1,118,7127,21978571.91,23023.47,544.56,0,47121518.5,3000000,58843986.23
1875,10,11,2016,1,45,47,52,53,55,1,45,2828,29697112.87,51595.3,1172.85,0,40270688.5,2500000,58834231.63
