Concurso,Dia,Mês,Ano,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Ganhadores 5 acertos,Ganhadores 4 acertos,Rateio 6 acertos,Rateio 5 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada
2657,18,11,2023,7,27,32,33,36,53,0,76,7214,0,62551.38,941.4,44352302.43,82453625,51000000,101765908.19
2778,24,9,2024,20,33,34,40,43,57,0,21,1734,0,89854.85,1554.58,9755251.27,32728045,14000000,101263086.17
1022,16,11,2008,5,21,31,39,40,56,0,21,1505,0,31512.19,439.7,1219024.12,0,3000000,10102242.01
1574,15,2,2014,6,27,28,33,46,48,0,459,29794,0,14318.71,315.12,90042313.82,112259582,105000000,10081237.88
2777,21,9,2024,2,13,21,38,42,52,0,40,2658,0,49417.01,1062.38,6279287.43,34284330,10000000,100766519.89
2656,14,11,2023,20,24,27,46,57,58,0,62,3946,0,47313.97,1062,35595109.06,50879205,43000000,100514880.56
2776,19,9,2024,5,17,22,37,51,52,0,38,2202,0,37686.21,929.07,2638034.46,24838495,6000000,100246340.88
1244,24,12,2010,2,8,15,25,34,45,0,124,9080,0,16432.85,320.59,104122626,34804982,200000000,104122626
2779,26,9,2024,14,19,32,44,51,54,0,27,2720,0,76136.21,1079.66,26983312.46,35654495,32000000,101804054
1771,19,12,2015,2,20,27,28,32,38,0,123,10330,0,51896.21,882.75,187769207.55,109030383,195000000,95412469
2188,14,9,2019,2,17,21,28,51,60,0,154,13387,0,47474.72,780.19,105570573.43,126808839.5,120000000,72479081
1649,1,11,2014,24,33,38,42,44,54,0,99,7522,0,23864.71,448.7,30029733.19,40355072.5,37000000,66928072
2177,8,8,2019,9,11,14,31,48,51,0,49,2338,0,26809.19,802.67,2419882.57,22784856.5,5000000,61850236
1229,6,11,2010,12,30,32,40,49,60,0,42,2827,0,38879.24,825.16,14182939,27891626,18000000,52784332
1531,18,9,2013,12,13,24,41,42,44,0,108,5944,0,12777.02,331.64,2541953.77,23570024,5500000,42153523
1294,22,6,2011,4,6,29,48,50,51,0,148,10401,0,25649.3,521.39,65385078.43,64840156,72000000,31614260
1202,4,8,2010,8,9,11,48,53,60,0,63,4195,0,19441.55,417.1,4311607.33,20920800,7000000,29949692
1081,10,6,2009,9,16,24,29,52,56,0,109,7213,0,16360.33,353.18,16001758.39,30459672.25,20000000,19340028
1464,30,1,2013,2,24,32,50,54,59,0,76,5570,0,23495.23,457.97,19117004.46,30500016,25000000,4810001
1784,27,1,2016,4,15,26,30,54,55,0,32,2896,0,60305.07,951.93,21406847.55,33471119.5,25000000,4092903
2677,18,1,2024,3,7,32,34,42,54,0,47,3870,0,52422.61,909.5,25303152.5,42734215,31000000,3496890
1150,3,2,2010,15,17,28,31,35,52,0,58,5033,0,30422.46,500.83,19934936.77,30139020,24000000,3229366
2005,17,1,2018,11,19,22,33,34,53,0,44,4052,0,42875.5,665.11,11198253.5,32721132.5,15000000,2251699
2553,10,1,2023,13,15,53,54,55,58,0,31,2575,0,61501.75,1057.72,11709578.55,33068038.5,16000000,1672797
2674,11,1,2024,8,14,15,21,23,46,0,49,2605,0,30629.56,823.05,12446609.84,26031315,16000000,1660241
187,2,10,1999,6,36,41,44,48,58,0,397,39365,0,23058.35,231.66,48320873.6,0,0,0
266,7,4,2001,2,23,38,46,48,54,0,89,6687,0,12318.14,163.33,2442739.49,0,0,0
210,11,3,2000,20,32,37,38,48,58,0,29,3921,0,46721.17,344.24,14043878.83,0,0,0
255,20,1,2001,16,19,20,32,44,55,0,80,6812,0,14363.63,168.19,3734074.48,0,0,0
260,24,2,2001,4,6,33,43,59,60,0,120,8956,0,16065.94,214.63,17357124.85,0,0,0
249,9,12,2000,21,36,40,49,54,55,0,60,4247,0,19680.2,277.21,4906709.76,0,0,0
225,24,6,2000,2,4,16,21,37,58,0,83,5517,0,12542.39,188.14,5496971.76,0,0,0
194,20,11,1999,25,28,32,33,42,43,0,106,7456,0,12862.4,182.18,4740789.92,0,0,0
237,16,9,2000,7,31,36,45,56,57,0,54,4145,0,19896.75,258.44,4344394.18,0,0,0
224,17,6,2000,7,16,18,20,21,44,0,119,7185,0,8706.35,143.77,4247750.04,0,0,0
193,13,11,1999,4,11,12,19,43,49,0,190,11415,0,7199.87,119.39,3104692.58,0,0,0
198,18,12,1999,1,8,18,23,35,40,0,125,7134,0,8881.02,155.02,3760278.08,0,0,0
204,29,1,2000,29,31,39,41,51,58,0,32,2400,0,30221.85,401.43,3194615.19,0,0,0
208,26,2,2000,15,23,24,25,47,57,0,72,5232,0,12679.18,173.83,3056064.34,0,0,0
236,9,9,2000,10,25,50,52,57,60,0,76,4703,0,12197.95,196.53,3055084.91,0,0,0
197,11,12,1999,5,12,15,19,29,52,0,128,8720,0,8259.15,120.78,2428125.98,0,0,0
215,15,4,2000,7,28,37,46,53,58,0,78,4942,0,12078.4,189.92,2139994.41,0,0,0
228,15,7,2000,13,16,40,43,45,59,0,64,4497,0,13240.28,187.87,1902506.15,0,0,0
207,19,2,2000,3,7,19,24,53,55,0,90,6510,0,9663.76,133.1,1960583.04,0,0,0
235,2,9,2000,2,22,29,31,41,55,0,52,3086,0,16604.49,278.96,1942631.63,0,0,0
222,3,6,2000,5,19,30,48,52,55,0,55,4462,0,15243.16,187.18,1862509.6,0,0,0
212,25,3,2000,6,15,29,45,57,59,0,147,9880,0,13318.79,197.42,18534548.53,0,0,0
196,4,12,1999,7,9,14,17,24,32,0,182,10493,0,5309.16,91.75,1159520.95,0,0,0
214,8,4,2000,6,12,30,31,35,50,0,54,3769,0,15578.04,222.35,1009456.63,0,0,0
206,12,2,2000,18,20,26,34,51,56,0,43,3478,0,17769.34,218.86,916897.74,0,0,0
221,27,5,2000,13,27,43,50,54,58,0,49,3793,0,14565.66,187.45,856460.89,0,0,0
227,8,7,2000,11,26,27,37,42,48,0,51,3648,0,14471.45,201.72,885652.57,0,0,0
234,26,8,2000,15,25,41,42,45,54,0,39,3505,0,19369.91,214.89,906511.63,0,0,0
211,18,3,2000,10,20,33,40,45,50,0,164,16680,0,10880.27,106.58,16185115.03,0,0,0
232,12,8,2000,19,22,29,37,41,59,0,124,8807,0,14598.36,204.93,13653988.77,0,0,0
209,4,3,2000,13,21,26,32,41,52,0,81,5496,0,12349.82,181.32,4256466.94,0,0,0
231,5,8,2000,16,27,36,42,44,59,0,125,9458,0,12896.11,169.93,11481752.44,0,0,0
219,13,5,2000,23,26,28,36,42,49,0,80,5139,0,9221.78,143.02,885291.29,0,0,0
230,29,7,2000,8,40,41,44,53,56,0,94,5820,0,15000.56,241.56,9547336,0,0,0
217,29,4,2000,3,27,32,45,49,51,0,159,5820,0,4599.62,125.19,877607.32,0,0,0
258,10,2,2001,7,12,50,54,55,60,0,53,3615,0,15960.68,233.3,1015099.19,0,0,0
251,23,12,2000,15,23,30,34,49,55,0,180,12813,0,15473.98,216.73,25936007.67,0,0,0
244,4,11,2000,19,24,33,47,50,60,0,204,14735,0,13698.02,189.08,22081659.67,0,0,0
247,25,11,2000,3,10,23,30,34,46,0,80,6425,0,12080.19,149.96,2196692.29,0,0,0
805,7,10,2006,2,30,36,43,48,60,0,62,3489,0,14428.43,255.42,11073179.39,0,0,0
763,13,5,2006,1,9,26,40,47,48,0,101,7655,0,23502.31,308.92,35086525.19,0,0,0
179,7,8,1999,5,6,23,26,27,53,0,78,5646,0,10281.59,141.51,962357.04,0,0,0
186,25,9,1999,14,23,24,25,26,51,0,352,31164,0,17072.24,192.1,37335874.86,0,0,0
168,22,5,1999,2,9,31,35,45,50,0,48,3528,0,15743.7,214.2,906836.93,0,0,0
313,14,11,2001,14,16,24,37,38,53,0,61,5547,0,15665.21,171.62,11055737.35,0,0,0
280,14,7,2001,5,16,20,25,30,58,0,192,14673,0,11199.47,146,19351758.16,0,0,0
290,25,8,2001,7,25,26,30,40,57,0,56,4869,0,20662.23,236.75,10159688.47,0,0,0
248,2,12,2000,16,32,34,35,41,56,0,50,4862,0,21550.72,220.96,3489735.08,0,0,0
293,5,9,2001,5,6,7,12,28,35,0,167,10185,0,5817.88,95.03,13858457.03,0,0,0
203,22,1,2000,11,19,29,44,47,55,0,63,5417,0,14099.33,163.36,2034096.14,0,0,0
202,15,1,2000,12,24,44,45,49,53,0,65,4279,0,12412.65,187.85,968186.82,0,0,0
241,14,10,2000,11,31,35,40,56,57,0,74,5485,0,22811.94,306.85,13712211.55,0,0,0
262,10,3,2001,11,20,48,53,58,60,0,108,8838,0,24643.78,300.24,22991600.18,0,0,0
277,23,6,2001,4,26,38,40,52,56,0,95,5404,0,11578.72,202.78,4565490.29,0,0,0
256,27,1,2001,2,21,26,32,34,52,0,91,6319,0,13336.96,191.49,5190470.09,0,0,0
268,21,4,2001,5,6,10,21,33,47,0,111,10133,0,10348.29,112.93,5098601.74,0,0,0
254,13,1,2001,1,4,21,22,30,56,0,66,6381,0,16400.47,169.14,2355166.17,0,0,0
272,19,5,2001,9,10,24,36,56,58,0,70,5491,0,14013.37,177.97,2205988.15,0,0,0
253,6,1,2001,11,12,24,37,44,56,0,126,7260,0,6985.77,120.88,1056248.75,0,0,0
265,31,3,2001,7,16,34,41,50,53,0,64,3855,0,14676.59,242.74,1127161.81,0,0,0
259,17,2,2001,13,15,20,33,43,58,0,65,5581,0,15136.22,175.77,2195724.03,0,0,0
276,16,6,2001,22,39,45,53,57,59,0,79,5172,0,12486.98,190.01,3245516.79,0,0,0
263,17,3,2001,8,9,26,43,50,53,0,136,12752,0,24937.18,265.17,27061348.12,0,0,0
250,16,12,2000,7,25,41,42,43,55,0,203,15545,0,10867.31,141.5,22593628.59,0,0,0
274,2,6,2001,11,13,18,26,39,47,0,142,7420,0,5488.22,104.64,935192.94,0,0,0
278,30,6,2001,10,15,18,22,31,55,0,99,6996,0,11868.09,167.32,5975419.1,0,0,0
275,9,6,2001,16,19,30,37,38,48,0,41,3737,0,22897.52,250.27,2061751.1,0,0,0
291,29,8,2001,5,16,17,18,22,41,0,71,4870,0,11244.78,163.32,11117743.68,0,0,0
301,3,10,2001,9,26,48,49,57,58,0,28,2892,0,29571.34,285.22,9414796.91,0,0,0
285,8,8,2001,12,32,37,41,50,56,0,17,1173,0,20875.96,301.41,425869.64,0,0,0
304,13,10,2001,7,11,34,41,42,59,0,58,3274,0,11050.1,195.02,769087.04,0,0,0
261,3,3,2001,5,16,20,30,54,56,0,91,7281,0,22350.19,278.51,19797765.32,0,0,0
286,11,8,2001,29,35,37,44,47,56,0,59,3739,0,13743.96,216.06,1398941.94,0,0,0
292,1,9,2001,13,23,24,34,45,53,0,116,8670,0,11313.3,150.8,12692554.4,0,0,0
299,26,9,2001,2,5,7,33,49,53,0,33,2049,0,10538.82,169.09,417337.23,0,0,0
267,14,4,2001,1,8,45,46,55,58,0,46,4076,0,23142.59,260.19,3720210.04,0,0,0
297,19,9,2001,1,20,28,33,36,41,0,25,1920,0,19353.56,251.05,1948159.43,0,0,0
269,28,4,2001,17,18,19,25,49,52,0,110,8717,0,12115.7,152.31,6697873.66,0,0,0
271,12,5,2001,14,24,26,29,31,54,0,43,4385,0,19939.25,194.79,1028865.23,0,0,0
305,17,10,2001,5,11,27,38,53,60,0,47,3770,0,10013.62,124.37,1333855.18,0,0,0
317,28,11,2001,16,20,27,30,35,48,0,23,2088,0,18858.99,206.96,1325010.22,0,0,0
296,15,9,2001,3,20,42,46,51,52,0,29,2348,0,26582.95,327.09,1367552.68,0,0,0
314,17,11,2001,5,32,34,37,40,58,0,93,5542,0,12287.32,205.42,12427002.17,0,0,0
302,6,10,2001,12,25,30,40,41,60,0,101,6361,0,13505.06,213.63,11051609.38,0,0,0
289,22,8,2001,6,7,20,25,30,36,0,29,2197,0,13819.12,181.72,1341870.11,0,0,0
300,29,9,2001,24,27,28,38,41,57,0,48,4820,0,22820.73,226.4,8421199.74,0,0,0
295,12,9,2001,7,12,24,31,44,50,0,36,2055,0,10242.27,178.75,442466.08,0,0,0
316,24,11,2001,6,24,28,43,51,56,0,104,4093,0,6446.33,163.18,804502.07,0,0,0
306,20,10,2001,19,30,41,47,56,57,0,28,2294,0,29736.18,361.58,2332990.8,0,0,0
279,7,7,2001,4,23,31,47,58,59,0,58,6137,0,23664.88,222.81,7622494.24,0,0,0
312,10,11,2001,14,23,30,41,47,50,0,76,4985,0,15889.75,241.33,9909043.97,0,0,0
311,7,11,2001,22,24,30,32,38,41,0,31,2871,0,25454.68,273.81,8459898.95,0,0,0
336,9,2,2002,2,18,22,26,30,54,0,68,4141,0,11058.6,180.91,1413202.7,0,0,0
435,5,2,2003,10,11,17,31,37,43,0,55,3243,0,11059.32,186.85,3566693.13,0,0,0
243,28,10,2000,11,16,20,23,32,47,0,180,13705,0,12019.97,157.4,18728383.13,0,0,0
310,3,11,2001,2,14,28,29,31,32,0,81,5093,0,10544.47,167.07,7512984.9,0,0,0
307,24,10,2001,13,16,17,26,41,44,0,44,3962,0,12632.8,139.76,3000002.7,0,0,0
288,18,8,2001,6,9,11,17,18,50,0,82,4763,0,8749.64,150.07,860964.72,0,0,0
384,3,8,2002,24,28,40,47,50,52,0,151,10644,0,18351.99,259.37,21673565.65,0,0,0
181,21,8,1999,1,27,33,35,51,55,0,182,11797,0,11127.07,171.02,14573162.71,0,0,0
223,10,6,2000,2,6,22,24,28,58,0,163,7780,0,5838.31,121.86,3004483.21,0,0,0
242,21,10,2000,4,7,21,22,28,56,0,203,13497,0,9933.73,148.97,16132069.11,0,0,0
246,18,11,2000,2,16,32,37,43,57,0,93,5429,0,9292.06,158.71,1036993.8,0,0,0
426,4,1,2003,7,30,32,37,50,54,0,58,3139,0,13241.94,243.76,921638.77,0,0,0
436,8,2,2003,1,6,7,29,48,57,0,47,4696,0,19531.31,194.74,4668258.69,0,0,0
445,15,3,2003,7,20,31,32,50,53,0,31,3101,0,28559.37,284.42,2699748.84,0,0,0
368,8,6,2002,13,29,32,38,44,50,0,53,3220,0,10725.28,175.87,682127.44,0,0,0
319,5,12,2001,12,16,17,19,23,48,0,52,3342,0,7242.06,112.26,451904.22,0,0,0
437,12,2,2003,7,10,30,44,54,59,0,33,2829,0,22273.9,258.84,5550305.04,0,0,0
460,7,5,2003,19,23,30,37,49,55,0,155,9464,0,9688.96,158.09,17708446.64,0,0,0
427,8,1,2003,3,13,14,24,43,51,0,48,3563,0,11642.1,156.25,1592223.84,0,0,0
451,5,4,2003,17,18,23,28,31,53,0,87,7368,0,17131.8,201.53,13379529.89,0,0,0
421,11,12,2002,5,35,37,38,45,51,0,47,4716,0,21307.17,211.55,10706283.47,0,0,0
386,10,8,2002,17,35,36,39,43,54,0,70,5236,0,11571.98,154.12,972045.86,0,0,0
371,19,6,2002,4,18,23,33,39,60,0,47,3979,0,16675.12,196.23,8271144.7,0,0,0
419,4,12,2002,9,16,41,42,52,53,0,30,1594,0,14860.22,278.62,8115153.05,0,0,0
401,2,10,2002,11,18,43,44,50,53,0,33,2853,0,25008.64,288.18,7859389.89,0,0,0
370,15,6,2002,1,4,40,42,51,54,0,40,3230,0,23283.3,287.25,7330667.64,0,0,0
438,15,2,2003,3,5,11,14,38,48,0,65,6276,0,16281.73,167.99,6820280.27,0,0,0
399,25,9,2002,11,16,27,47,55,59,0,20,1730,0,19537,225.01,5676171.41,0,0,0
485,2,8,2003,19,28,30,38,52,57,0,30,3203,0,35888.42,334.87,3979451.73,0,0,0
378,13,7,2002,5,38,41,45,48,55,0,36,3115,0,25450.6,293.02,4498508.08,0,0,0
468,4,6,2003,5,6,23,25,39,51,0,58,4701,0,14292.56,175.67,3835668.21,0,0,0
338,20,2,2002,1,4,9,36,46,48,0,43,3245,0,14031.02,185.23,3243312.5,0,0,0
377,10,7,2002,3,12,19,27,45,46,0,87,5468,0,6639.02,105.23,3399042.3,0,0,0
467,31,5,2003,8,18,21,22,38,60,0,45,3907,0,20730.13,237.87,2840905.83,0,0,0
484,30,7,2003,17,18,19,38,49,53,0,55,4015,0,13655.17,186.35,2687468.43,0,0,0
357,27,4,2002,2,30,32,35,45,53,0,34,3265,0,23899.52,247.94,2445712.66,0,0,0
388,17,8,2002,23,36,48,52,53,58,0,46,4293,0,18826.46,200.97,2728273.75,0,0,0
337,16,2,2002,4,14,16,31,52,54,0,34,3454,0,27110.52,265.86,2519311.97,0,0,0
376,6,7,2002,10,13,25,35,43,48,0,110,6956,0,7257,114.33,2705928.72,0,0,0
428,11,1,2003,8,28,30,32,46,60,0,48,3734,0,16919,216.67,2566758.37,0,0,0
434,1,2,2003,4,10,17,24,30,54,0,84,4870,0,9173.28,157.63,2836778,0,0,0
417,27,11,2002,7,12,21,25,34,42,0,78,5218,0,7435.78,110.73,2099028.66,0,0,0
463,17,5,2003,2,3,7,18,45,53,0,166,15269,0,14740.96,159.66,25280386.38,0,0,0
475,28,6,2003,6,8,19,22,43,52,0,156,13235,0,15008.18,176.23,23591742.2,0,0,0
462,14,5,2003,17,19,22,26,27,48,0,212,14463,0,9023.34,131.76,22343987.57,0,0,0
455,19,4,2003,2,14,15,17,50,59,0,86,7989,0,23171.64,248.5,22264057.74,0,0,0
474,25,6,2003,3,12,32,34,40,50,0,56,6910,0,34156.59,275.76,20782211.64,0,0,0
461,10,5,2003,15,17,20,29,30,60,0,189,8312,0,10317.48,233.71,20048450.45,0,0,0
454,16,4,2003,4,17,24,42,46,56,0,275,16564,0,7515.39,124.3,19872744.64,0,0,0
441,26,2,2003,2,10,15,21,58,59,0,121,6941,0,11917.74,206.98,17701023.29,0,0,0
383,31,7,2002,14,22,48,50,53,56,0,73,6573,0,23753.43,262.81,18348185.45,0,0,0
473,21,6,2003,7,23,41,49,51,58,0,65,6524,0,23285.11,231.12,18486889.08,0,0,0
480,16,7,2003,14,33,36,38,41,49,0,112,8589,0,13831.54,179.69,17947892.21,0,0,0
342,6,3,2002,16,29,34,49,51,54,0,93,5578,0,15067.81,250.27,17547094.93,0,0,0
600,22,9,2004,16,18,31,34,39,54,0,73,4640,0,16062.92,251.75,17220256.51,0,0,0
453,12,4,2003,8,20,23,34,52,58,0,120,7882,0,15932.45,241.65,17392667.68,0,0,0
348,27,3,2002,19,30,33,39,40,52,0,19,1547,0,26763.06,327.46,1944413.01,0,0,0
483,26,7,2003,16,18,23,35,44,59,0,90,6279,0,9761.25,139.38,1786227.43,0,0,0
327,9,1,2002,29,32,33,38,46,48,0,16,2112,0,30517.93,230.33,1634646.68,0,0,0
375,3,7,2002,1,5,9,42,51,58,0,33,2359,0,14359.09,200.11,1748004.5,0,0,0
387,14,8,2002,22,28,29,43,47,48,0,40,2998,0,14937.65,198.55,1689053.37,0,0,0
433,29,1,2003,16,17,28,30,36,54,0,31,2332,0,16580.2,219.58,1912111.54,0,0,0
466,28,5,2003,11,16,28,29,30,45,0,64,3582,0,10353.72,184.29,1721479.17,0,0,0
444,12,3,2003,3,24,33,48,52,57,0,43,3332,0,13890.62,178.58,1637340.11,0,0,0
416,23,11,2002,1,13,23,33,54,56,0,44,4032,0,16547.76,179.9,1403039.91,0,0,0
356,24,4,2002,5,19,21,54,56,58,0,32,2415,0,15777.72,208.28,1470612.4,0,0,0
448,26,3,2003,3,5,9,45,51,52,0,40,2999,0,13356.99,177.48,1433817.03,0,0,0
347,23,3,2002,1,10,12,26,48,52,0,72,4730,0,9988.89,151.48,1334215.32,0,0,0
407,23,10,2002,2,18,22,49,51,57,0,90,6383,0,16315.38,229.18,16661649.27,0,0,0
353,13,4,2002,19,23,30,46,55,60,0,89,6862,0,19537.11,252.44,16844201.81,0,0,0
424,21,12,2002,18,27,29,36,46,59,0,91,7389,0,17356.78,212.95,15636395.41,0,0,0
472,18,6,2003,3,4,12,29,38,51,0,82,6518,0,17224.58,215.88,16670651.02,0,0,0
341,2,3,2002,5,16,22,23,43,56,0,166,11103,0,9623.14,143.34,15865526.88,0,0,0
382,27,7,2002,31,34,37,38,53,54,0,68,6291,0,23756.27,255.82,16267384.96,0,0,0
389,21,8,2002,5,14,18,43,46,54,0,63,4169,0,11305.19,170.2,15745310.46,0,0,0
440,22,2,2003,3,5,23,30,46,47,0,139,10120,0,10909.13,149.28,15970566.86,0,0,0
452,9,4,2003,11,16,30,36,51,54,0,76,6317,0,18847.21,225.9,15098395.42,0,0,0
324,22,12,2001,8,15,22,25,30,47,0,211,12192,0,7938.4,136.87,14541455.7,0,0,0
406,19,10,2002,2,12,32,38,47,48,0,78,6557,0,19463.48,230.66,14899587.92,0,0,0
333,30,1,2002,4,27,35,44,52,53,0,93,6221,0,12692.31,189.02,15441466.12,0,0,0
352,10,4,2002,7,20,25,44,47,49,0,161,8080,0,7848.74,155.8,14757638.49,0,0,0
471,14,6,2003,5,31,32,36,51,59,0,76,5490,0,19668.02,271.24,14975752.83,0,0,0
360,11,5,2002,23,24,29,47,53,55,0,133,8382,0,10645.79,168.28,14920906.83,0,0,0
381,24,7,2002,9,10,28,46,55,56,0,85,7295,0,14181.19,164.62,14328873.76,0,0,0
340,27,2,2002,9,10,12,33,42,60,0,121,6970,0,9877.84,170.83,13948598.35,0,0,0
332,26,1,2002,23,28,29,34,42,44,0,83,6713,0,16762.69,206.47,14025004.81,0,0,0
412,9,11,2002,5,12,14,21,45,59,0,89,8542,0,16616.72,172.49,14018527.28,0,0,0
423,18,12,2002,8,22,32,33,40,53,0,66,4178,0,17925.27,282.1,13741035.48,0,0,0
351,6,4,2002,15,16,24,41,59,60,0,98,5832,0,14478.34,242.37,13241262.56,0,0,0
470,11,6,2003,8,11,23,37,51,58,0,86,6094,0,13384.59,188.18,13182029.14,0,0,0
331,23,1,2002,1,13,20,27,35,37,0,70,6408,0,13872.44,150.97,12355441.42,0,0,0
359,8,5,2002,13,19,20,29,31,54,0,56,3953,0,13050.25,184.17,13221837.92,0,0,0
380,20,7,2002,13,22,30,31,47,57,0,206,7186,0,6628.67,189.31,12882392.95,0,0,0
323,19,12,2001,26,31,33,40,49,54,0,56,4244,0,19921.91,261.89,12531452.28,0,0,0
429,15,1,2003,17,26,32,36,43,55,0,44,3300,0,14978.72,198.96,12839021.93,0,0,0
339,23,2,2002,5,12,13,16,27,50,0,76,6908,0,12374.85,135.64,12514336.94,0,0,0
411,6,11,2002,10,12,31,38,45,56,0,91,5115,0,11814.39,209.4,12243861.06,0,0,0
422,14,12,2002,12,37,43,55,56,60,0,80,6516,0,16823.65,205.77,12321354.11,0,0,0
404,12,10,2002,1,24,28,38,40,58,0,66,4364,0,16580.07,249.8,11711956.93,0,0,0
379,17,7,2002,24,33,40,41,55,59,0,32,2830,0,23407.93,263.68,11243785.66,0,0,0
330,19,1,2002,2,4,14,23,37,51,0,120,7914,0,10924.51,165.03,11190156.01,0,0,0
350,3,4,2002,10,15,23,30,43,57,0,80,5012,0,11801.82,187.66,11538610.2,0,0,0
322,15,12,2001,11,18,29,44,47,56,0,87,7835,0,15453.45,170.95,11192700.36,0,0,0
410,2,11,2002,8,24,31,36,38,55,0,101,5799,0,10257.12,177.97,10953730.37,0,0,0
403,9,10,2002,7,16,27,31,46,60,0,48,4099,0,19972.95,233.01,10398815.28,0,0,0
449,29,3,2003,1,8,24,34,49,56,0,55,3656,0,14643.05,219.46,10220372.33,0,0,0
349,30,3,2002,8,9,28,32,38,54,0,46,3264,0,14053.06,197.31,10405636.15,0,0,0
409,30,10,2002,18,25,26,31,34,49,0,23,1958,0,18741.96,219.32,9710567.61,0,0,0
420,7,12,2002,12,29,30,43,57,59,0,83,5614,0,13949.86,205.47,9504559.06,0,0,0
329,16,1,2002,10,11,12,24,35,40,0,40,2904,0,10380.3,142.44,9617027.24,0,0,0
402,5,10,2002,5,16,27,43,56,58,0,146,7787,0,7927.99,148.08,9248373.54,0,0,0
326,5,1,2002,21,23,40,44,51,52,0,27,2674,0,32367.36,325.58,1048702.44,0,0,0
394,7,9,2002,5,15,35,42,45,49,0,47,4815,0,11817.8,114.93,1176778.31,0,0,0
458,30,4,2003,13,24,32,34,43,53,0,82,3921,0,7395.34,154.08,727701.47,0,0,0
374,29,6,2002,2,5,16,26,44,54,0,80,3326,0,8073.17,193.45,1179384.47,0,0,0
478,9,7,2003,3,8,21,25,30,31,0,92,4876,0,7045.32,132.43,777803.22,0,0,0
465,24,5,2003,1,22,31,46,51,57,0,19,2175,0,40627.81,353.57,926313.93,0,0,0
447,22,3,2003,15,24,25,33,42,55,0,55,5613,0,12010.32,117.25,792681.47,0,0,0
508,25,10,2003,5,10,15,45,46,56,0,33,3025,0,18038.77,196.05,714335.26,0,0,0
355,20,4,2002,2,14,22,23,37,60,0,50,4711,0,14412.47,152.39,864747.94,0,0,0
415,20,11,2002,1,4,27,38,42,44,0,40,2415,0,11027.47,181.96,529318.35,0,0,0
344,13,3,2002,10,12,14,33,35,36,0,46,3487,0,9494.33,124.78,524086.97,0,0,0
391,28,8,2002,4,7,15,16,35,40,0,44,2740,0,10170.35,162.7,536994.3,0,0,0
393,4,9,2002,6,12,35,36,40,50,0,31,1949,0,13716.51,217.35,510254.22,0,0,0
346,20,3,2002,7,12,41,46,56,60,0,20,1589,0,19632.3,246.17,471175.04,0,0,0
363,22,5,2002,19,29,39,47,49,54,0,27,2225,0,14921.89,180.39,483469.12,0,0,0
366,1,6,2002,4,6,7,15,21,51,0,41,3489,0,12721.16,148.93,625880.91,0,0,0
335,6,2,2002,7,23,33,43,57,59,0,24,2134,0,17736.83,198.73,510820.7,0,0,0
373,26,6,2002,1,5,10,24,31,33,0,52,3292,0,6480.14,101.98,404360.65,0,0,0
358,4,5,2002,12,17,21,32,40,42,0,84,5798,0,12903.06,186.23,3746340.86,0,0,0
405,16,10,2002,24,29,34,47,57,60,0,67,4579,0,16988.17,247.63,13077805.76,0,0,0
321,12,12,2001,4,11,31,32,48,49,0,55,3729,0,16954.09,249.11,9579360.38,0,0,0
320,8,12,2001,20,22,27,47,50,53,0,77,4916,0,15489,241.69,8460390.65,0,0,0
400,28,9,2002,10,13,28,29,54,59,0,75,4875,0,13254.18,203.14,6869047.91,0,0,0
361,15,5,2002,16,28,31,41,45,59,0,98,5236,0,12456.14,232.26,16385748.75,0,0,0
413,13,11,2002,2,4,29,33,35,53,0,102,7746,0,13376.53,175.49,15655814.53,0,0,0
450,2,4,2003,1,9,13,50,51,59,0,108,6194,0,10575.6,183.7,11590970.46,0,0,0
240,7,10,2000,25,28,38,41,57,59,0,103,6244,0,15200.74,250,11686511.34,0,0,0
396,14,9,2002,6,18,34,42,45,47,0,63,4201,0,10148.72,151.63,767243.59,0,0,0
439,19,2,2003,13,20,29,42,43,57,0,65,4407,0,13353.84,196.22,14150924.79,0,0,0
443,8,3,2003,11,17,26,36,48,52,0,47,3738,0,16322.42,204.46,920584.21,0,0,0
431,22,1,2003,26,37,40,47,52,58,0,20,1184,0,21069.89,354.56,505677.41,0,0,0
397,18,9,2002,1,2,5,24,32,46,0,61,4026,0,7992.42,120.64,1352288.49,0,0,0
683,20,7,2005,2,11,12,35,40,43,0,79,5680,0,19666.04,272.49,27715795.78,0,0,0
699,19,9,2005,17,23,48,50,53,54,0,54,3752,0,16259.09,233.13,12141821.41,0,0,0
681,13,7,2005,21,25,38,53,58,59,0,62,5210,0,23695.09,280.91,22194175.2,0,0,0
680,9,7,2005,2,3,5,22,26,44,0,188,11222,0,7276.69,121.45,19623257.97,0,0,0
867,16,5,2007,10,19,26,28,44,54,0,51,4381,0,20699.48,240.06,12060144.51,0,0,0
567,29,5,2004,11,31,38,41,57,58,0,69,5787,0,37888.61,450.05,31380642.06,0,0,0
627,29,12,2004,1,13,19,45,56,58,0,112,8049,0,14270.18,197.82,14669915.47,0,0,0
860,23,4,2007,2,8,17,22,42,44,0,111,6853,0,8602.66,138.82,9295079.41,0,0,0
